0,1,2,3,4,5,6,7,8,9
KAL-POZ,MTW599,2019-02-22 07:39:14,2019-02-22 09:50:40,2019-02-22 06:41:40,2019-02-22 04:39:14,,220,NaN,NaN
EVE-BER,HJQ986,2020-03-24 15:54:31,2020-03-24 18:10:51,2020-03-24 17:56:51,2020-03-24 15:54:31,,38,NaN,NaN
HEL-RZY,LCU472,2020-04-19 20:24:50,2020-04-19 23:05:57,2020-04-19 19:25:57,2020-04-19 16:55:50,,249,NaN,NaN
KRA-ATE,EEM231,2020-09-18 04:35:08,2020-09-18 06:32:10,2020-09-18 06:18:10,2020-09-18 04:35:08,,28,NaN,NaN
KIR-WAR,UFY450,2019-11-04 08:44:38,2019-11-04 10:49:50,2019-11-04 08:07:50,2019-11-04 06:07:38,,197,NaN,NaN
KOL-OST,VEG901,2020-02-09 12:13:31,2020-02-09 13:22:26,2020-02-09 09:30:26,2020-02-09 08:25:31,,268,NaN,NaN
KOL-KAL,VKY908,2020-06-06 22:49:15,2020-06-07 01:14:03,2020-06-07 00:42:03,2020-06-06 22:23:15,,66,NaN,NaN
BRU-LON,CNK706,2019-08-27 04:05:04,2019-08-27 04:28:34,2019-08-27 02:04:34,2019-08-27 01:41:04,,184,NaN,NaN
WRO-KOL,UGM799,2019-02-27 14:49:17,2019-02-27 15:46:52,2019-02-27 11:50:52,2019-02-27 10:58:17,,271,NaN,NaN
BRU-GDA,LIM570,2019-06-20 22:26:06,2019-06-20 23:49:13,2019-06-20 22:44:13,2019-06-20 21:30:06,,96,NaN,NaN
OSL-EVE,IGJ449,2020-02-02 23:02:58,2020-02-03 00:25:00,2020-02-02 20:08:00,2020-02-02 18:50:58,,292,NaN,NaN
SZT-PAR,OTI754,2019-11-14 11:10:13,2019-11-14 13:11:43,2019-11-14 12:46:43,2019-11-14 10:53:13,,57,NaN,NaN
KRA-HAM,ZNG543,2019-09-10 23:15:23,2019-09-11 00:24:31,2019-09-10 20:04:31,2019-09-10 19:03:23,ZNG543-ZXP286-JRH,292,NaN,NaN
OSL-EVE,XVB915,2020-01-20 09:11:02,2020-01-20 10:35:04,2020-01-20 07:13:04,2020-01-20 05:56:02,,235,NaN,NaN
BRU-LON,XEV536,2019-01-18 20:37:42,2019-01-18 21:12:12,2019-01-18 20:25:12,2019-01-18 20:01:42,,76,NaN,NaN
BAR-RZY,ZVD638,2019-07-01 01:06:27,2019-07-01 02:16:46,2019-07-01 02:12:46,2019-07-01 01:06:27,,26,NaN,NaN
HAM-ATE,JQO874,2019-09-06 03:28:50,2019-09-06 06:05:00,2019-09-06 03:31:00,2019-09-06 01:05:50,,183,NaN,NaN
KOL-OST,ZXP286,2019-01-18 06:15:13,2019-01-18 07:23:08,2019-01-18 07:20:08,2019-01-18 06:15:13,,36,NaN,NaN
BRU-GDA,NYV956,2019-11-25 19:37:32,2019-11-25 21:00:39,2019-11-25 16:51:39,2019-11-25 15:37:32,,280,NaN,NaN
GDA-EVE,EKN161,2019-11-17 08:38:19,2019-11-17 10:30:41,2019-11-17 08:17:41,2019-11-17 06:27:19,EKN161-NIY536-WQL,171,NaN,NaN
OST-WRO,IWE377,2019-05-17 14:37:58,2019-05-17 14:55:28,2019-05-17 14:01:28,2019-05-17 13:49:58,,88,NaN,NaN
WRO-BRU,AJV377,2019-12-16 17:09:04,2019-12-16 18:22:08,2019-12-16 15:36:08,2019-12-16 14:26:04,,203,NaN,NaN
SZT-PAR,PQA716,2019-10-31 17:58:40,2019-10-31 19:55:10,2019-10-31 17:37:10,2019-10-31 15:43:40,,175,NaN,NaN
KRA-POZ,NYV956,2019-03-20 08:04:27,2019-03-20 08:35:51,2019-03-20 06:01:51,2019-03-20 05:38:27,,186,NaN,NaN
WAR-BAR,XDD308,2020-07-18 01:33:10,2020-07-18 03:53:03,2020-07-18 03:44:03,2020-07-18 01:30:10,,43,NaN,NaN
HAM-KIR,YLK432,2020-01-12 17:28:41,2020-01-12 19:34:57,2020-01-12 16:51:57,2020-01-12 14:57:41,,191,NaN,NaN
EVE-HEL,EEM231,2020-09-13 13:03:18,2020-09-13 14:29:28,2020-09-13 12:53:28,2020-09-13 11:35:18,,128,NaN,NaN
BRU-LON,TPT705,2019-08-20 12:12:23,2019-08-20 12:42:53,2019-08-20 12:31:53,2019-08-20 12:08:23,,44,NaN,NaN
KRA-ATE,FML277,2019-02-06 03:31:23,2019-02-06 05:17:25,2019-02-06 03:38:25,2019-02-06 01:55:23,,136,NaN,NaN
LON-KOP,LIM570,2019-02-16 14:39:46,2019-02-16 15:54:11,2019-02-16 12:33:11,2019-02-16 11:28:46,,231,NaN,NaN
KOL-OST,CNK706,2019-05-15 14:45:19,2019-05-15 15:56:14,2019-05-15 11:52:14,2019-05-15 10:47:19,,278,NaN,NaN
KRA-HAM,RUN854,2019-01-09 09:15:40,2019-01-09 10:16:48,2019-01-09 06:21:48,2019-01-09 05:20:40,,275,NaN,NaN
LUB-OSL,JJY798,2019-07-12 10:55:42,2019-07-12 12:55:27,2019-07-12 09:44:27,2019-07-12 07:48:42,,227,NaN,NaN
RZY-EVE,HHE417,2020-06-17 20:54:31,2020-06-18 00:32:31,2020-06-18 00:20:31,2020-06-17 20:43:31,,51,NaN,NaN
BRU-LON,JOY791,2020-11-12 02:15:54,2020-11-12 02:42:24,2020-11-12 01:38:24,2020-11-12 01:14:54,JOY791-EKP219-QXH,101,NaN,NaN
ATE-BER,CIF342,2020-08-02 18:35:49,2020-08-02 20:48:05,2020-08-02 19:19:05,2020-08-02 17:09:49,,126,NaN,NaN
ATE-BER,XDD308,2020-10-17 07:09:02,2020-10-17 09:32:18,2020-10-17 09:16:18,2020-10-17 07:07:02,,42,NaN,NaN
LUB-POZ,OKG686,2020-05-01 06:05:32,2020-05-01 07:13:22,2020-05-01 03:17:22,2020-05-01 02:23:32,,262,NaN,NaN
KRA-HAM,ZCB520,2020-05-08 01:53:26,2020-05-08 03:05:34,2020-05-08 02:54:34,2020-05-08 01:53:26,,31,NaN,NaN
OSL-KIR,XZZ571,2019-08-19 17:54:18,2019-08-19 19:16:49,2019-08-19 16:52:49,2019-08-19 15:42:18,,172,NaN,NaN
HEL-SYB,VSC935,2019-09-27 06:41:48,2019-09-27 08:42:01,2019-09-27 07:19:01,2019-09-27 05:30:48,,111,NaN,NaN
GDA-PAR,TVL412,2020-03-12 11:12:30,2020-03-12 12:55:13,2020-03-12 11:10:13,2020-03-12 09:32:30,,140,NaN,NaN
EVE-BER,XCB785,2020-03-18 10:23:00,2020-03-18 12:39:20,2020-03-18 10:00:20,2020-03-18 07:58:00,,185,NaN,NaN
BAR-BRU,XVB915,2020-12-24 06:47:17,2020-12-24 08:08:16,2020-12-24 06:06:16,2020-12-24 04:50:17,,157,NaN,NaN
RZY-EVE,IGJ449,2020-06-27 11:08:18,2020-06-27 14:45:18,2020-06-27 14:29:18,2020-06-27 10:52:18,,56,NaN,NaN
KRA-ATE,ADO642,2019-04-08 10:47:43,2019-04-08 12:41:45,2019-04-08 10:34:45,2019-04-08 08:51:43,,156,NaN,NaN
LUB-WRO,MTW599,2020-02-14 06:05:15,2020-02-14 06:57:50,2020-02-14 03:49:50,2020-02-14 03:09:15,,216,NaN,NaN
EVE-BER,VKY908,2019-06-28 22:15:07,2019-06-29 00:26:27,2019-06-28 22:21:27,2019-06-28 20:19:07,,156,NaN,NaN
HAM-ATE,JAA194,2019-10-01 05:41:08,2019-10-01 08:20:18,2019-10-01 06:08:18,2019-10-01 03:43:08,,158,NaN,NaN
WRO-KOL,MTW599,2019-06-05 12:19:49,2019-06-05 13:18:24,2019-06-05 10:18:24,2019-06-05 09:25:49,,214,NaN,NaN
LUB-POZ,HJQ986,2020-10-09 08:45:40,2020-10-09 09:40:30,2020-10-09 06:17:30,2020-10-09 05:23:40,,242,NaN,NaN
HEL-RZY,JJY798,2020-08-21 17:40:27,2020-08-21 20:14:34,2020-08-21 17:38:34,2020-08-21 15:08:27,,192,NaN,NaN
ATE-KAL,WTB933,2019-05-12 16:31:37,2019-05-12 16:55:47,2019-05-12 16:43:47,2019-05-12 16:31:37,,26,NaN,NaN
OSL-KIR,BBF497,2019-10-25 04:43:35,2019-10-25 05:58:06,2019-10-25 04:20:06,2019-10-25 03:09:35,,134,NaN,NaN
KIR-WAR,TEW163,2019-08-17 13:03:53,2019-08-17 15:17:05,2019-08-17 14:16:05,2019-08-17 12:15:53,TEW163-LCU472-UAZ,88,NaN,NaN
KOL-WAR,UGM799,2019-11-11 12:36:49,2019-11-11 13:58:46,2019-11-11 12:54:46,2019-11-11 11:35:49,,101,NaN,NaN
RZY-EVE,JAA194,2019-06-08 01:01:30,2019-06-08 04:48:30,2019-06-08 00:45:30,2019-06-07 21:08:30,JAA194-LUS459-HTX,273,NaN,NaN
KRA-ATE,UZA645,2019-05-24 20:36:27,2019-05-24 22:33:29,2019-05-24 20:29:29,2019-05-24 18:46:27,,150,NaN,NaN
ATE-BER,EHA425,2019-11-18 22:11:56,2019-11-19 00:28:12,2019-11-18 23:55:12,2019-11-18 21:45:56,,66,NaN,NaN
GDA-PAR,YSV750,2019-07-01 09:14:23,2019-07-01 11:04:06,2019-07-01 10:36:06,2019-07-01 08:58:23,,56,NaN,NaN
SYB-GDA,JQO874,2019-08-22 23:17:36,2019-08-23 00:39:28,2019-08-22 21:19:28,2019-08-22 20:01:36,,236,NaN,NaN
BER-BAR,PDS116,2020-05-17 14:28:46,2020-05-17 16:29:54,2020-05-17 13:06:54,2020-05-17 11:16:46,,232,NaN,NaN
RZY-EVE,OLW691,2020-01-08 08:05:30,2020-01-08 11:48:30,2020-01-08 09:53:30,2020-01-08 06:16:30,OLW691-XZZ571-JMD,149,NaN,NaN
GDA-PAR,LIM570,2019-01-11 23:30:23,2019-01-12 01:17:06,2019-01-11 23:10:06,2019-01-11 21:32:23,,158,NaN,NaN
BER-SYB,JAA194,2020-11-16 06:28:35,2020-11-16 08:09:14,2020-11-16 06:09:14,2020-11-16 04:42:35,,146,NaN,NaN
PRA-WAR,EKP219,2020-12-21 16:17:03,2020-12-21 16:58:38,2020-12-21 13:04:38,2020-12-21 12:28:03,,269,NaN,NaN
HEL-SYB,WEQ952,2020-05-24 08:13:15,2020-05-24 10:13:28,2020-05-24 05:53:28,2020-05-24 04:05:15,,288,NaN,NaN
WAR-RZY,NMJ507,2019-07-13 07:54:19,2019-07-13 09:28:26,2019-07-13 07:34:26,2019-07-13 06:03:19,,151,NaN,NaN
SYB-LIP,OWJ388,2019-06-22 21:48:31,2019-06-22 23:20:35,2019-06-22 22:39:35,2019-06-22 21:14:31,,74,NaN,NaN
EVE-BER,ZVD638,2020-09-08 21:58:43,2020-09-09 00:01:03,2020-09-08 23:14:03,2020-09-08 21:11:43,,87,NaN,NaN
KOL-OST,TVL412,2019-10-13 15:29:28,2019-10-13 16:38:23,2019-10-13 13:01:23,2019-10-13 11:56:28,,253,NaN,NaN
LON-OSL,BUA130,2020-03-18 00:11:00,2020-03-18 01:55:19,2020-03-18 00:28:19,2020-03-17 22:56:00,,115,NaN,NaN
HAM-OSL,JQO874,2019-03-09 23:24:49,2019-03-10 00:27:26,2019-03-09 21:24:26,2019-03-09 20:35:49,JQO874-EHA425-RDU,209,NaN,NaN
WRO-KOP,GAQ472,2019-08-04 10:28:08,2019-08-04 11:11:18,2019-08-04 07:45:18,2019-08-04 07:02:08,,246,NaN,NaN
BAR-EVE,LCU472,2019-06-18 19:22:03,2019-06-18 23:00:47,2019-06-18 20:25:47,2019-06-18 16:49:03,,193,NaN,NaN
POZ-PAR,EEM231,2019-02-25 20:31:23,2019-02-25 21:52:31,2019-02-25 21:29:31,2019-02-25 20:12:23,,59,NaN,NaN
KOL-OST,JJY798,2019-02-06 08:05:48,2019-02-06 09:19:43,2019-02-06 05:12:43,2019-02-06 04:07:48,,278,NaN,NaN
SYB-BAR,RMU352,2020-05-25 20:34:12,2020-05-25 22:48:06,2020-05-25 18:48:06,2020-05-25 16:34:12,,280,NaN,NaN
BER-SYB,UZA645,2019-07-08 21:44:54,2019-07-08 23:21:33,2019-07-08 22:47:33,2019-07-08 21:20:54,,64,NaN,NaN
BRU-LON,JJY798,2019-08-16 08:57:44,2019-08-16 09:29:14,2019-08-16 07:27:14,2019-08-16 07:03:44,,154,NaN,NaN
SYB-LIP,IWE377,2019-03-31 12:39:25,2019-03-31 14:11:29,2019-03-31 14:04:29,2019-03-31 12:39:25,,34,NaN,NaN
WRO-KOL,BUA130,2020-08-14 06:49:19,2020-08-14 07:45:54,2020-08-14 06:32:54,2020-08-14 05:40:19,,109,NaN,NaN
WRO-SYB,ZHD480,2019-10-18 16:48:05,2019-10-18 17:50:00,2019-10-18 17:24:00,2019-10-18 16:26:05,,62,NaN,NaN
KOL-KAL,RMU352,2019-12-22 08:13:51,2019-12-22 10:36:39,2019-12-22 08:59:39,2019-12-22 06:40:51,,133,NaN,NaN
OST-HAM,GOR387,2019-08-17 11:16:25,2019-08-17 12:14:11,2019-08-17 09:52:11,2019-08-17 09:03:25,,173,NaN,NaN
PAR-HAM,LZN394,2020-08-24 08:38:30,2020-08-24 09:44:51,2020-08-24 09:12:51,2020-08-24 08:20:30,LZN394-MMR729-SKZ,58,NaN,NaN
KIR-OST,NOI860,2020-09-05 08:09:00,2020-09-05 10:52:10,2020-09-05 10:32:10,2020-09-05 07:52:00,,57,NaN,NaN
LON-OSL,EKP219,2020-11-28 23:43:17,2020-11-29 01:16:36,2020-11-28 23:29:36,2020-11-28 21:57:17,,146,NaN,NaN
OSL-EVE,XZZ571,2020-07-13 19:02:54,2020-07-13 20:22:56,2020-07-13 17:35:56,2020-07-13 16:18:54,,204,NaN,NaN
BER-SYB,VSC935,2019-12-30 14:50:31,2019-12-30 16:17:10,2019-12-30 14:04:10,2019-12-30 12:37:31,,173,NaN,NaN
SZT-PAR,BBF497,2019-09-10 09:45:25,2019-09-10 11:38:55,2019-09-10 10:56:55,2019-09-10 09:03:25,,82,NaN,NaN
WAR-BAR,ZHD480,2019-02-05 15:02:54,2019-02-05 17:28:47,2019-02-05 13:18:47,2019-02-05 11:04:54,,278,NaN,NaN
KRA-POZ,JQO874,2020-11-05 17:19:32,2020-11-05 17:55:56,2020-11-05 15:57:56,2020-11-05 15:34:32,,145,NaN,NaN
SYB-BAR,XLO190,2019-11-24 11:09:50,2019-11-24 13:37:44,2019-11-24 11:05:44,2019-11-24 08:51:50,,178,NaN,NaN
WRO-SYB,NMJ507,2019-07-09 18:43:33,2019-07-09 19:55:28,2019-07-09 19:31:28,2019-07-09 18:33:33,,50,NaN,NaN
KOL-WAR,ZLW600,2019-02-23 09:11:10,2019-02-23 10:32:07,2019-02-23 08:58:07,2019-02-23 07:39:10,,132,NaN,NaN
RZY-EVE,CNK706,2020-01-24 02:01:57,2020-01-24 05:49:57,2020-01-24 05:11:57,2020-01-24 01:34:57,,67,NaN,NaN
WAR-RZY,HJQ986,2020-02-11 06:25:09,2020-02-11 08:10:16,2020-02-11 03:42:16,2020-02-11 02:11:09,,294,NaN,NaN
ATE-KAL,HOL512,2019-05-19 04:26:26,2019-05-19 04:41:36,2019-05-19 03:40:36,2019-05-19 03:28:26,,98,NaN,NaN
SZT-POZ,ABC148,2020-02-27 23:45:35,2020-02-28 00:56:55,2020-02-27 22:51:55,2020-02-27 21:51:35,,154,NaN,NaN
HEL-RZY,TVL412,2019-08-16 09:57:05,2019-08-16 12:38:12,2019-08-16 12:08:12,2019-08-16 09:38:05,,59,NaN,NaN
SZT-POZ,GBK188,2020-09-01 13:32:19,2020-09-01 14:43:39,2020-09-01 13:53:39,2020-09-01 12:53:19,,79,NaN,NaN
GDA-PAR,GUU740,2019-12-07 12:10:35,2019-12-07 13:49:18,2019-12-07 10:20:18,2019-12-07 08:42:35,,248,NaN,NaN
RZY-EVE,ZLW600,2019-07-05 14:16:48,2019-07-05 17:56:48,2019-07-05 14:08:48,2019-07-05 10:31:48,,265,NaN,NaN
WRO-SYB,LCU472,2020-03-10 09:49:06,2020-03-10 10:55:01,2020-03-10 09:55:01,2020-03-10 08:57:06,,92,NaN,NaN
WAR-BAR,XZZ571,2020-08-03 12:09:57,2020-08-03 14:34:50,2020-08-03 11:53:50,2020-08-03 09:39:57,,190,NaN,NaN
BAR-EVE,NMJ507,2019-10-20 15:20:51,2019-10-20 19:02:35,2019-10-20 18:28:35,2019-10-20 14:51:51,,69,NaN,NaN
WAR-RZY,RUN854,2019-04-21 14:52:19,2019-04-21 16:27:26,2019-04-21 16:18:26,2019-04-21 14:47:19,,45,NaN,NaN
BRU-KAL,LIM570,2019-05-05 01:19:05,2019-05-05 03:52:46,2019-05-04 23:58:46,2019-05-04 21:34:05,LIM570-JQO874-AQZ,265,NaN,NaN
LON-KOP,XLO190,2019-11-15 20:20:05,2019-11-15 21:25:30,2019-11-15 18:02:30,2019-11-15 16:58:05,,242,NaN,NaN
HEL-BER,AGS177,2020-10-07 03:07:56,2020-10-07 04:36:57,2020-10-07 02:05:57,2020-10-07 00:44:56,,183,NaN,NaN
HAM-ATE,NYV956,2019-11-20 10:28:11,2019-11-20 12:54:21,2019-11-20 09:56:21,2019-11-20 07:31:11,,217,NaN,NaN
LON-OSL,HRB478,2019-03-31 14:22:23,2019-03-31 15:54:42,2019-03-31 13:21:42,2019-03-31 11:49:23,,193,NaN,NaN
BAR-GDA,BBF497,2019-05-17 09:00:34,2019-05-17 11:26:03,2019-05-17 09:28:03,2019-05-17 07:04:34,,156,NaN,NaN
KIR-OST,OWJ388,2019-11-23 21:07:37,2019-11-23 23:49:47,2019-11-23 20:49:47,2019-11-23 18:09:37,,218,NaN,NaN
WRO-BRU,ABC148,2020-10-12 07:44:43,2020-10-12 08:55:47,2020-10-12 05:33:47,2020-10-12 04:23:43,,241,NaN,NaN
BAR-EVE,FML277,2019-08-01 06:55:32,2019-08-01 10:33:16,2019-08-01 07:22:16,2019-08-01 03:45:32,,230,NaN,NaN
HEL-SYB,RUN854,2020-11-22 14:31:27,2020-11-22 16:29:40,2020-11-22 15:34:40,2020-11-22 13:46:27,,85,NaN,NaN
EVE-HEL,TPT705,2019-01-10 14:58:22,2019-01-10 16:16:32,2019-01-10 13:09:32,2019-01-10 11:51:22,,227,NaN,NaN
BAR-GDA,ZXP286,2019-09-24 05:30:48,2019-09-24 08:02:17,2019-09-24 05:05:17,2019-09-24 02:41:48,,209,NaN,NaN
SYB-BAR,LIM570,2020-12-29 19:54:30,2020-12-29 22:13:24,2020-12-29 17:52:24,2020-12-29 15:38:30,LIM570-PDS116-OIG,296,NaN,NaN
RZY-GDA,WTB933,2020-06-07 00:12:04,2020-06-07 02:02:37,2020-06-06 22:33:37,2020-06-06 20:52:04,,240,NaN,NaN
BRU-GDA,XEV536,2020-12-09 16:33:31,2020-12-09 17:54:38,2020-12-09 13:34:38,2020-12-09 12:20:31,XEV536-HOL512-BOY,293,NaN,NaN
BER-BAR,QTB425,2019-11-08 15:48:29,2019-11-08 17:47:37,2019-11-08 16:21:37,2019-11-08 14:31:29,,117,NaN,NaN
LUB-OSL,OKG686,2020-03-30 02:00:03,2020-03-30 04:09:48,2020-03-30 03:55:48,2020-03-30 02:00:03,OKG686-LZN394-SHZ,20,NaN,NaN
ATE-KAL,XEV536,2020-09-18 19:18:17,2020-09-18 19:32:27,2020-09-18 17:17:27,2020-09-18 17:05:17,,173,NaN,NaN
RZY-GDA,ADO642,2019-10-31 08:37:23,2019-10-31 10:24:56,2019-10-31 09:01:56,2019-10-31 07:20:23,,117,NaN,NaN
SZT-PAR,CNK706,2019-01-29 01:59:11,2019-01-29 04:02:41,2019-01-29 03:16:41,2019-01-29 01:23:11,,76,NaN,NaN
PAR-HAM,UMU519,2019-01-09 19:01:19,2019-01-09 19:58:40,2019-01-09 19:53:40,2019-01-09 19:01:19,,28,NaN,NaN
SYB-LIP,HHE417,2019-12-08 12:43:24,2019-12-08 14:13:28,2019-12-08 10:01:28,2019-12-08 08:36:24,,287,NaN,NaN
WRO-SYB,PQA716,2020-06-06 20:58:07,2020-06-06 21:59:02,2020-06-06 19:08:02,2020-06-06 18:10:07,,208,NaN,NaN
KOL-KAL,XVB915,2020-01-04 18:18:36,2020-01-04 20:40:24,2020-01-04 20:30:24,2020-01-04 18:11:36,,47,NaN,NaN
SYB-LIP,RMU352,2019-01-02 10:07:52,2019-01-02 11:37:56,2019-01-02 09:11:56,2019-01-02 07:46:52,RMU352-CNK706-OBP,181,NaN,NaN
POZ-PAR,XVB915,2019-04-07 07:48:26,2019-04-07 09:19:34,2019-04-07 09:05:34,2019-04-07 07:48:26,,35,NaN,NaN
OST-WRO,RMU352,2019-12-13 06:16:30,2019-12-13 06:40:00,2019-12-13 02:53:00,2019-12-13 02:41:30,,255,NaN,NaN
OST-WRO,UZI190,2020-04-14 17:36:51,2020-04-14 17:52:21,2020-04-14 13:46:21,2020-04-14 13:34:51,,282,NaN,NaN
KRA-ATE,BOR757,2019-02-02 20:52:30,2019-02-02 22:41:32,2019-02-02 22:35:32,2019-02-02 20:52:30,,28,NaN,NaN
EVE-HEL,ZCB520,2019-03-25 11:35:51,2019-03-25 13:07:01,2019-03-25 11:09:01,2019-03-25 09:50:51,,145,NaN,NaN
OST-HAM,ZAQ345,2020-01-11 13:45:35,2020-01-11 14:46:21,2020-01-11 10:51:21,2020-01-11 10:02:35,ZAQ345-RMU352-DHY,263,NaN,NaN
BAR-RZY,EJV778,2019-05-29 16:07:51,2019-05-29 17:24:10,2019-05-29 14:22:10,2019-05-29 13:15:51,,212,NaN,NaN
LON-OSL,SSC941,2020-06-14 08:26:47,2020-06-14 10:05:06,2020-06-14 08:09:06,2020-06-14 06:36:47,,150,NaN,NaN
KOL-KAL,IWE377,2019-03-30 18:37:07,2019-03-30 21:06:55,2019-03-30 18:52:55,2019-03-30 16:34:07,,163,NaN,NaN
POZ-PAR,WNB876,2020-07-01 23:30:12,2020-07-02 00:47:20,2020-07-02 00:10:20,2020-07-01 22:53:12,,77,NaN,NaN
SZT-PAR,WTB933,2020-03-13 02:54:06,2020-03-13 04:51:36,2020-03-13 00:40:36,2020-03-12 22:47:06,,287,NaN,NaN
KRA-ATE,OLW691,2020-11-18 17:13:54,2020-11-18 19:10:56,2020-11-18 18:55:56,2020-11-18 17:12:54,,41,NaN,NaN
POZ-PAR,XSA366,2019-10-27 21:14:55,2019-10-27 22:37:03,2019-10-27 18:28:03,2019-10-27 17:10:55,,284,NaN,NaN
KOL-KAL,HOL512,2020-08-17 11:55:03,2020-08-17 14:22:51,2020-08-17 10:03:51,2020-08-17 07:45:03,,290,NaN,NaN
EVE-HEL,OFG488,2019-04-26 18:40:12,2019-04-26 20:01:22,2019-04-26 18:52:22,2019-04-26 17:34:12,,106,NaN,NaN
LON-KOP,UAB627,2020-05-12 06:10:56,2020-05-12 07:19:21,2020-05-12 04:07:21,2020-05-12 03:02:56,,228,NaN,NaN
KIR-WAR,ZAQ345,2019-02-25 19:35:15,2019-02-25 21:45:27,2019-02-25 20:50:27,2019-02-25 18:50:15,,85,NaN,NaN
WAR-RZY,IWE377,2020-04-17 19:04:35,2020-04-17 20:47:42,2020-04-17 20:10:42,2020-04-17 18:39:35,,65,NaN,NaN
KRA-POZ,OWJ388,2019-03-13 10:45:13,2019-03-13 11:19:37,2019-03-13 10:08:37,2019-03-13 09:45:13,OWJ388-IWE377-VST,100,NaN,NaN
LIP-PRA,XZZ571,2020-05-19 17:57:29,2020-05-19 18:13:22,2020-05-19 15:35:22,2020-05-19 15:20:29,,197,NaN,NaN
BAR-BRU,PQA716,2020-04-20 17:28:15,2020-04-20 18:58:14,2020-04-20 16:27:14,2020-04-20 15:11:15,,177,NaN,NaN
KRA-ATE,ZEI514,2019-02-18 11:40:10,2019-02-18 13:27:12,2019-02-18 11:44:12,2019-02-18 10:01:10,,139,NaN,NaN
KRA-POZ,TPT705,2019-12-28 20:43:18,2019-12-28 21:14:42,2019-12-28 17:12:42,2019-12-28 16:49:18,,274,NaN,NaN
HAM-OSL,YSV750,2020-07-17 17:55:31,2020-07-17 18:44:08,2020-07-17 16:12:08,2020-07-17 15:23:31,,192,NaN,NaN
ATE-BER,GBK188,2019-09-25 05:29:45,2019-09-25 07:50:01,2019-09-25 04:53:01,2019-09-25 02:43:45,,206,NaN,NaN
BRU-LON,GAQ472,2019-05-16 15:50:00,2019-05-16 16:14:30,2019-05-16 14:05:30,2019-05-16 13:42:00,,168,NaN,NaN
PAR-HAM,XCB785,2019-07-27 02:07:54,2019-07-27 03:03:15,2019-07-27 02:25:15,2019-07-27 01:32:54,,75,NaN,NaN
RZY-EVE,UMU519,2019-04-17 06:25:17,2019-04-17 10:05:17,2019-04-17 09:51:17,2019-04-17 06:14:17,,51,NaN,NaN
OSL-EVE,XCB785,2019-03-26 21:16:25,2019-03-26 22:38:27,2019-03-26 19:04:27,2019-03-26 17:47:25,,249,NaN,NaN
HAM-KIR,XVB915,2020-07-11 19:12:51,2020-07-11 21:14:07,2020-07-11 20:42:07,2020-07-11 18:47:51,,65,NaN,NaN
SYB-BAR,ZXP286,2020-09-26 14:37:04,2020-09-26 16:54:58,2020-09-26 15:54:58,2020-09-26 13:41:04,,96,NaN,NaN
OSL-EVE,XZZ571,2019-09-16 10:03:38,2019-09-16 11:26:40,2019-09-16 07:21:40,2019-09-16 06:04:38,,279,NaN,NaN
OSL-EVE,GAQ472,2019-07-26 14:31:46,2019-07-26 16:02:48,2019-07-26 13:13:48,2019-07-26 11:56:46,,195,NaN,NaN
BER-SYB,HHE417,2020-03-30 16:27:07,2020-03-30 18:02:46,2020-03-30 14:13:46,2020-03-30 12:47:07,,260,NaN,NaN
BER-SYB,CIF342,2019-06-17 08:12:53,2019-06-17 09:50:32,2019-06-17 08:18:32,2019-06-17 06:51:53,,121,NaN,NaN
OSL-KIR,ZAQ345,2019-01-18 00:57:42,2019-01-18 02:11:13,2019-01-18 02:08:13,2019-01-18 00:57:42,,36,NaN,NaN
KOL-OST,BBF497,2020-11-19 12:53:16,2020-11-19 14:03:11,2020-11-19 13:58:11,2020-11-19 12:53:16,BBF497-MTW599-CKN,37,NaN,NaN
SYB-GDA,WNB876,2020-12-28 06:41:15,2020-12-28 08:02:07,2020-12-28 06:39:07,2020-12-28 05:21:15,,120,NaN,NaN
RZY-EVE,ZXP286,2020-10-08 04:18:38,2020-10-08 07:55:38,2020-10-08 06:47:38,2020-10-08 03:10:38,,108,NaN,NaN
KOL-KAL,ZXP286,2020-08-25 02:25:22,2020-08-25 04:44:10,2020-08-25 04:44:10,2020-08-25 02:25:22,,33,NaN,NaN
LUB-WRO,LZN394,2020-04-26 18:13:33,2020-04-26 19:00:08,2020-04-26 15:23:08,2020-04-26 14:42:33,,251,NaN,NaN
BER-BAR,GOR387,2020-04-03 13:54:50,2020-04-03 15:45:58,2020-04-03 14:24:58,2020-04-03 12:34:50,,120,NaN,NaN
KOL-WAR,ZVD638,2019-03-10 01:29:24,2019-03-10 02:49:21,2019-03-09 22:39:21,2019-03-09 21:20:24,,289,NaN,NaN
HAM-OSL,NYV956,2019-11-03 16:25:26,2019-11-03 17:24:03,2019-11-03 15:10:03,2019-11-03 14:21:26,,164,NaN,NaN
KAL-POZ,TZE476,2020-03-04 03:09:33,2020-03-04 05:13:59,2020-03-04 03:49:59,2020-03-04 01:47:33,,122,NaN,NaN
BAR-GDA,UGM799,2019-07-24 14:09:27,2019-07-24 16:39:56,2019-07-24 12:45:56,2019-07-24 10:22:27,,267,NaN,NaN
LON-OSL,ZGI510,2019-05-22 06:04:07,2019-05-22 07:46:26,2019-05-22 05:16:26,2019-05-22 03:44:07,,180,NaN,NaN
LUB-POZ,GOR387,2019-09-07 02:09:55,2019-09-07 03:13:45,2019-09-07 01:57:45,2019-09-07 01:03:55,,106,NaN,NaN
